1,null,0,null,null,0
2,null,0,null,null,0
3,null,0,null,null,0
4,null,0,null,null,0
5,null,0,null,null,0
6,null,0,null,null,0
7,null,0,null,null,0
8,null,0,null,null,0
9,null,0,null,null,0
10,null,0,null,null,0
11,null,0,null,null,0
12,null,0,null,null,0
13,null,0,null,null,0
14,null,0,null,null,0
15,null,0,null,null,0
16,null,0,null,null,0
17,null,0,null,null,0
18,null,0,null,null,0
19,null,0,null,null,0
20,null,0,null,null,0
21,null,0,null,null,0
22,null,0,null,null,0
23,null,0,null,null,0
24,null,0,null,null,0
25,null,0,null,null,0
26,null,0,null,null,0
27,null,0,null,null,0
28,null,0,null,null,0
29,null,0,null,null,0
30,null,0,null,null,0
31,null,0,null,null,0
32,null,0,null,null,0
33,null,0,null,null,0
34,null,0,null,null,0
35,null,0,null,null,0
36,null,0,null,null,0
37,null,0,null,null,0
38,null,0,null,null,0
39,null,0,null,null,0
40,null,0,null,null,0
41,null,0,null,null,0
42,null,0,null,null,0
43,null,0,null,null,0
44,null,0,null,null,0
45,null,0,null,null,0
46,null,0,null,null,0
47,null,0,null,null,0
48,null,0,null,null,0